District,Text-Crop,Text-Water,Text-Energy,Text-Farmer,Text-Utilty,Text-Model
Nabarangapur,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 0 surface water bodies, covering 0% of district area.","District has 100 pumps, with 80 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 56 MCM of groundwater.",Small and Marginal farmers hold 87 % of holdings. The average area per holding is 1.1 ha with Moderate fragmentation of land.,TP Southern Odisha Distribution Limited (TPSODL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B.,No data on DISCOM feeder segregation
Nadia,"District has Very High proportion of area under cultivation, supporting High cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Semi-critical. There are 13874 surface water bodies, covering 1.6% of district area.","District has 100 pumps, with 12 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 382 MCM of groundwater.",Small and Marginal farmers hold 97 % of holdings. The average area per holding is 0.72 ha with High fragmentation of land.,Madhya Gujarat Vij Company Limited (MGVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Nagaon,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 5908 surface water bodies, covering 0.2% of district area.","District has 100 pumps, with 4 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 290 MCM of groundwater.",Small and Marginal farmers hold 85 % of holdings. The average area per holding is 0.94 ha with High fragmentation of land.,Assam Power Distribution Company Limited (APDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Nagappattinam,"District has Moderate proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is High with High irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 7073 surface water bodies, covering 4.6% of district area.","District has 100 pumps, with 83 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 384 MCM of groundwater.",Small and Marginal farmers hold 90 % of holdings. The average area per holding is 0.93 ha with High fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Nagaur,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Over-exploited. There are 234 surface water bodies, covering 0% of district area.","District has 100 pumps, with 85 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 483 MCM of groundwater.",Small and Marginal farmers hold 38 % of holdings. The average area per holding is 3.91 ha with High fragmentation of land.,Ajmer Vidyut Vitran Nigam Limited (AVVNL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Nagpur,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 3269 surface water bodies, covering 0.5% of district area.","District has 100 pumps, with 95 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 464 MCM of groundwater.",Small and Marginal farmers hold 69 % of holdings. The average area per holding is 1.74 ha with Moderate fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM. High groundwater development suggests PM-KUSUM (IPS) may be preferred to incentivise groundwater conservation."
Nainital,"District has Low proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is High with High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Moderate. There are 0 surface water bodies, covering 0% of district area.","District has 100 pumps, with 18 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 87 % of holdings. The average area per holding is 1.04 ha with High fragmentation of land.,Uttarakhand Power Corporation Limited (UPCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Nalanda,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Very High with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Semi-critical. There are 2298 surface water bodies, covering 24% of district area.","District has 100 pumps, with 5 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 422 MCM of groundwater.",Small and Marginal farmers hold 96 % of holdings. The average area per holding is 0.29 ha with Moderate fragmentation of land.,South Bihar Power Distribution Company Limited (SBPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Nalbari,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Moderate with Moderate irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 3414 surface water bodies, covering 2.1% of district area.","District has 100 pumps, with 2 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 78 MCM of groundwater.",Small and Marginal farmers hold 83 % of holdings. The average area per holding is 1.09 ha with Very High fragmentation of land.,Assam Power Distribution Company Limited (APDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Nalgonda,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 1970 surface water bodies, covering 0.9% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 197 MCM of groundwater.",Small and Marginal farmers hold 85 % of holdings. The average area per holding is 1.13 ha with Moderate fragmentation of land.,Southern Power Distribution Company of Telangana Limited (TSSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Namakkal,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Over-exploited. There are 1061 surface water bodies, covering 0.2% of district area.","District has 100 pumps, with 69 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 459 MCM of groundwater.",Small and Marginal farmers hold 88 % of holdings. The average area per holding is 0.93 ha with High fragmentation of land.,Tamil Nadu Generation and Distribution Corporation Limited (TANGEDCO) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Namsai,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Low irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 0 surface water bodies, covering 0% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 60 % of holdings. The average area per holding is 2.04 ha with Low fragmentation of land.,No data on DISCOM,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Nanded,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Low. There are 2724 surface water bodies, covering 1.2% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 382 MCM of groundwater.",Small and Marginal farmers hold 80 % of holdings. The average area per holding is 1.29 ha with Moderate fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM. High groundwater development suggests PM-KUSUM (IPS) may be preferred to incentivise groundwater conservation."
Nandurbar,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Very High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 3009 surface water bodies, covering 0.6% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 201 MCM of groundwater.",Small and Marginal farmers hold 68 % of holdings. The average area per holding is 1.79 ha with Moderate fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Narayanpur,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with High irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 220 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 10 MCM of groundwater.",Small and Marginal farmers hold 56 % of holdings. The average area per holding is 2.37 ha with High fragmentation of land.,Chhattisgarh State Power Distribution Company Limited (CSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Narmada,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Moderate. There are 856 surface water bodies, covering 0.5% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 211 MCM of groundwater.",Small and Marginal farmers hold 65 % of holdings. The average area per holding is 2.07 ha with Low fragmentation of land.,Dakshin Gujarat Vij Company Limited (DGVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Narsimhapur,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is High with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Moderate. There are 564 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 97 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 754 MCM of groundwater.",Small and Marginal farmers hold 71 % of holdings. The average area per holding is 1.79 ha with High fragmentation of land.,Madhya Pradesh Madhya Kshetra Vidyut Vidyut Vitaran Company Limited (MPMKVVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Nashik,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is High with Very High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Moderate. There are 6137 surface water bodies, covering 3% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 1094 MCM of groundwater.",Small and Marginal farmers hold 76 % of holdings. The average area per holding is 1.41 ha with Moderate fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM."
Navsari,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Very High with Very High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 1484 surface water bodies, covering 1.7% of district area.","District has 100 pumps, with 91 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 205 MCM of groundwater.",Small and Marginal farmers hold 83 % of holdings. The average area per holding is 1.22 ha with Low fragmentation of land.,Dakshin Gujarat Vij Company Limited (DGVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and higher proportion of electric pumps suggests both PM-KUSUM model C (IPS and FLS) may be preferred.
Nawada,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Very High with High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 49 surface water bodies, covering 0% of district area.","District has 100 pumps, with 25 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 304 MCM of groundwater.",Small and Marginal farmers hold 97 % of holdings. The average area per holding is 0.37 ha with High fragmentation of land.,South Bihar Power Distribution Company Limited (SBPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Nayagarh,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 879 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 69 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 588 MCM of groundwater.",Small and Marginal farmers hold 97 % of holdings. The average area per holding is 0.66 ha with Moderate fragmentation of land.,TP Central Odisha Distribution Limited (TPCODL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+.,No data on DISCOM feeder segregation
Neemuch,"District has Moderate proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Moderate with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Semi-critical. There are 1463 surface water bodies, covering 0.6% of district area.","District has 100 pumps, with 83 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 358 MCM of groundwater.",Small and Marginal farmers hold 82 % of holdings. The average area per holding is 1.24 ha with High fragmentation of land.,Madhya Pradesh Paschim Kshetra Vidyut Company Limited (MPPaKVVCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A. More than 70 % of feeder is segregated.,High DISCOM rating alongside feeder segregation and need for groundwater management suggests PM-KUSUM model C (IPS) may be preferred to incentivise groundwater conservation. Model C (FLS) may be promoted with appropriate innovation to incentivise groundwater conservation.
Nellore,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is High with Very High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 0 surface water bodies, covering 0% of district area.","District has 100 pumps, with 99 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 640 MCM of groundwater.",Small and Marginal farmers hold 89 % of holdings. The average area per holding is 0.92 ha with Moderate fragmentation of land.,Southern Power Distribution Company of Andhra Pradesh Limited (APSPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM."
Nicobar Islands,"District has Low proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Very High irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 100 surface water bodies, covering 0% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 0 MCM of groundwater.",Small and Marginal farmers hold 42 % of holdings. The average area per holding is 2.85 ha with Very High fragmentation of land.,No data on DISCOM,No data on DISCOM feeder segregation
Nizamabad,"District has High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Very High with High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Moderate. There are 1333 surface water bodies, covering 12.8% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 220 MCM of groundwater.",Small and Marginal farmers hold 91 % of holdings. The average area per holding is 0.92 ha with Moderate fragmentation of land.,Northern Power Distribution Company of Telangana Limited (TSNPDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
North 24 Parganas,"District has High proportion of area under cultivation, supporting High cropping intensity. Irrigation coverage is Moderate with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Moderate. There are 33867 surface water bodies, covering 1.7% of district area.","District has 100 pumps, with 11 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 1092 MCM of groundwater.",Small and Marginal farmers hold 98 % of holdings. The average area per holding is 0.57 ha with High fragmentation of land.,West Bengal State Electricity Distribution Company Limited (WBSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
North and Middle Andaman,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 2789 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 33 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 3 MCM of groundwater.",Small and Marginal farmers hold 57 % of holdings. The average area per holding is 1.88 ha with High fragmentation of land.,No data on DISCOM,No data on DISCOM feeder segregation
North Garo Hills,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 1304 surface water bodies, covering 3.9% of district area.","District has 100 pumps, with 0 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 5 MCM of groundwater.",Small and Marginal farmers hold 72 % of holdings. The average area per holding is 1.38 ha with High fragmentation of land.,Meghalaya Power Distribution Corporation Limited (MePDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
North Goa,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with High irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 566 surface water bodies, covering 2.7% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 33 MCM of groundwater.",Small and Marginal farmers hold 91 % of holdings. The average area per holding is 1.08 ha with Moderate fragmentation of land.,No data on DISCOM,No data on DISCOM feeder segregation
North Sikkim,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Low irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 29 surface water bodies, covering 0% of district area.","District has 100 pumps, with 65 % of pumps being electric. The electric tariff subsidy is Very High. These pumps abstract 297 MCM of groundwater.",Small and Marginal farmers hold 54 % of holdings. The average area per holding is 2.43 ha with Low fragmentation of land.,No data on DISCOM,No data on DISCOM feeder segregation
North Tripura,"District has Low proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 0 surface water bodies, covering 0% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Low. These pumps abstract 10 MCM of groundwater.",Small and Marginal farmers hold 95 % of holdings. The average area per holding is 0.43 ha with Low fragmentation of land.,Tripura State Electricity Corporation Limited (TSECL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Nuapada,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Moderate. There are 746 surface water bodies, covering 0.1% of district area.","District has 100 pumps, with 44 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 201 MCM of groundwater.",Small and Marginal farmers hold 90 % of holdings. The average area per holding is 1.04 ha with Low fragmentation of land.,TP Western Odisha Distribution Limited (TPWODL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is A+.,No data on DISCOM feeder segregation
Osmanabad,"District has Very High proportion of area under cultivation, supporting Moderate cropping intensity. Irrigation coverage is Low with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Moderate. There are 3272 surface water bodies, covering 2% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 505 MCM of groundwater.",Small and Marginal farmers hold 73 % of holdings. The average area per holding is 1.6 ha with Moderate fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM. High groundwater development suggests PM-KUSUM (IPS) may be preferred to incentivise groundwater conservation."
Pakur,"District has Low proportion of area under cultivation, supporting High cropping intensity. Irrigation coverage is Low with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 4994 surface water bodies, covering 1.2% of district area.","District has 100 pumps, with 4 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 34 MCM of groundwater.",Small and Marginal farmers hold 88 % of holdings. The average area per holding is 0.98 ha with High fragmentation of land.,Jharkhand Bijli Vitran Nigam Limited (JBVNL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Palakkad,"District has Moderate proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Moderate. There are 5988 surface water bodies, covering 1.4% of district area.","District has 100 pumps, with 93 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 339 MCM of groundwater.",Small and Marginal farmers hold 98 % of holdings. The average area per holding is 0.22 ha with Low fragmentation of land.,Kerala State Electricity Board Limited (KSEBL)  is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
Palamu,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Moderate with Moderate irrigation water requirements.","Groundwater contribution to irrigation is Moderate with current groundwater development stage classified as Low. There are 5681 surface water bodies, covering 1.5% of district area.","District has 100 pumps, with 22 % of pumps being electric. The electric tariff subsidy is High. These pumps abstract 109 MCM of groundwater.",Small and Marginal farmers hold 92 % of holdings. The average area per holding is 0.85 ha with Low fragmentation of land.,Jharkhand Bijli Vitran Nigam Limited (JBVNL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C-.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Palghar,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with High irrigation water requirements.","Groundwater contribution to irrigation is High with current groundwater development stage classified as Low. There are 1204 surface water bodies, covering 0.3% of district area.","District has 100 pumps, with 100 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 49 MCM of groundwater.",Small and Marginal farmers hold 78 % of holdings. The average area per holding is 1.59 ha with Moderate fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,"Electric pump proportion is higher, with more than 80 % feeder segregation suggesting preferred PM-KUSUM  model is C.  However, low DISCOM rating may be a challenge suggesting investments are to be made to strengthen DISCOM. High groundwater development suggests PM-KUSUM (IPS) may be preferred to incentivise groundwater conservation."
Palghar,"District has Low proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Low irrigation water requirements.","Groundwater contribution to irrigation is Low with current groundwater development stage classified as Low. There are 1204 surface water bodies, covering 0.3% of district area.","District has 100 pumps, with  % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 49 MCM of groundwater.",Small and Marginal farmers hold 78 % of holdings. The average area per holding is 1.59 ha with Moderate fragmentation of land.,Maharashtra State Electricity Distribution Company Limited (MSEDCL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is C. More than 70 % of feeder is segregated.,Higher proportion of diesel pumps suggests that PM-KUSUM model B be preferred.
Pali,"District has High proportion of area under cultivation, supporting Low cropping intensity. Irrigation coverage is Low with Very High irrigation water requirements.","Groundwater contribution to irrigation is Very High with current groundwater development stage classified as Over-exploited. There are 423 surface water bodies, covering 0.7% of district area.","District has 100 pumps, with 90 % of pumps being electric. The electric tariff subsidy is Moderate. These pumps abstract 489 MCM of groundwater.",Small and Marginal farmers hold 54 % of holdings. The average area per holding is 3.4 ha with Very High fragmentation of land.,Jodhpur Vidyut Vitran Nigam Limited (JDVVNL) is the Distribution Company responsible for distributing electricity. The rating of DISCOM (capturing financial and operational metrics) is B-.,"Electric pump proportion is higher, however low DISCOM rating and low feeder segregation suggests that implementing PM-KUSUM C model may be challenging. Existing diesel pumps can be prioritised under PM-KUSUM B while investments are made to strengthen DISCOM and feeder segregations."
